country,year,pop,continent,lifeExp,gdpPercap,health_expenditure,gpd,drinking_water,literancy_rate,mortality_rate,gpd_trilhoes
Ghana,2002,20550751.0,Africa,58.453,1111.984578,1.94694591,6166197847.85031,67.2870236576029,,57.8,6.17
Ghana,2007,22873338.0,Africa,60.022,1327.60891,3.70900321,24827339138.4906,72.3892820833539,,50.7,24.83
Greece,1952,7733250.0,Europe,65.86,3530.690067,,,,,,
Greece,1957,8096218.0,Europe,67.86,4916.299889,,,,,,
Greece,1962,8448233.0,Europe,69.51,6017.190733,,5140542929.42067,,,37.3,5.14
Greece,1967,8716441.0,Europe,71.0,8513.097016,,9146592855.683,,,32.4,9.15
Greece,1972,8888628.0,Europe,72.34,12724.82957,,16650659090.9091,,,25.1,16.65
Greece,1977,9308479.0,Europe,73.68,14195.52428,,35673080481.0361,,,21.1,35.67
Greece,1982,9786480.0,Europe,75.24,15268.42089,,53858346938.7755,,,15.3,53.86
Greece,1987,9974490.0,Europe,76.67,16120.52839,,64739630095.6215,,,11.3,64.74
Greece,1992,10325429.0,Europe,77.03,17541.49634,,114608178405.434,,,8.3,114.61
Greece,1997,10502372.0,Europe,77.869,18747.69814,,138766067640.085,,,6.7,138.77
Greece,2002,10603863.0,Europe,78.256,22514.2548,8.46998692,150253800085.865,99.7919945033005,,4.8,150.25
Greece,2007,10706290.0,Europe,79.483,27538.41188,8.52304935,314226996944.108,99.8745141024935,,3.5,314.23
Guatemala,1952,3146381.0,Americas,42.023,2428.237769,,,,,,
Guatemala,1957,3640876.0,Americas,44.142,2617.155967,,,,,,
Guatemala,1962,4208858.0,Americas,46.954,2750.364446,,1143600000.0,,,149.3,1.14
Guatemala,1967,4690773.0,Americas,50.016,3242.531147,,1453500000.0,,,133.1,1.45
Guatemala,1972,5149581.0,Americas,53.738,4031.408271,,2101300000.0,,,115.9,2.1
Guatemala,1977,5703430.0,Americas,56.029,4879.992748,,5480500200.0,,,99.0,5.48
Guatemala,1982,6395630.0,Americas,58.137,4820.49479,,8716999700.0,,,92.5,8.72
Guatemala,1987,7326406.0,Americas,60.782,4246.485974,,7084399840.0,,,68.6,7.08
Guatemala,1992,8486949.0,Americas,63.373,4439.45084,,10440781587.5435,,,55.7,10.44
Guatemala,1997,9803875.0,Americas,66.322,4684.313807,,17790026221.6139,,,45.6,17.79
Guatemala,2002,11178650.0,Americas,68.978,4858.347495,6.01301289,20444205991.025,88.0390155719247,69.0999984741211,37.8,20.44
Guatemala,2007,12572928.0,Americas,70.259,5186.050003,6.1918335,33567850824.1039,89.294002198525,,31.5,33.57
Guinea,1952,2664249.0,Africa,33.609,510.1964923,,,,,,
Guinea,1957,2876726.0,Africa,34.558,576.2670245,,,,,,
Guinea,1962,3140003.0,Africa,35.753,686.3736739,,,,,189.3,
Guinea,1967,3451418.0,Africa,37.197,708.7595409,,,,,184.4,
Guinea,1972,3811387.0,Africa,38.842,741.6662307,,4203069035.01427,,,177.7,4.2
Guinea,1952,2664249.0,Africa,33.609,510.1964923,,,,,,
Guinea,1957,2876726.0,Africa,34.558,576.2670245,,,,,,
Guinea,1962,3140003.0,Africa,35.753,686.3736739,,,,,189.3,
Guinea,1967,3451418.0,Africa,37.197,708.7595409,,,,,184.4,
Guinea,1972,3811387.0,Africa,38.842,741.6662307,,4203069035.01427,,,177.7,4.2
Guinea,1977,4227026.0,Africa,40.762,874.6858643,,6914381290.57116,,,168.4,6.91
Guinea,1982,4710497.0,Africa,42.891,857.2503577,,11926032493.4301,,,155.5,11.93
Guinea,1987,5650262.0,Africa,45.552,805.5724718,,2976714019.06852,,,142.8,2.98
Guinea,1992,6990574.0,Africa,48.576,794.3484384,,4789220416.70641,,,127.7,4.79
Guinea,1997,8048834.0,Africa,51.455,869.4497668,,5516916163.0949,,,108.9,5.52
Guinea,2002,8807818.0,Africa,53.676,945.5835837,5.35653734,4301608752.51396,51.2523026990112,,90.1,4.3
Guinea,2007,9947814.0,Africa,56.007,942.6542111,3.48262477,6281918226.34408,54.972295205421,,77.9,6.28
Guinea-Bissau,1952,580653.0,Africa,32.5,299.850319,,,,,,
Guinea-Bissau,1957,601095.0,Africa,33.489,431.7904566,,,,,,
Guinea-Bissau,1962,627820.0,Africa,34.488,522.0343725,,,,,,
Guinea-Bissau,1967,601287.0,Africa,35.492,715.5806402,,,,,,
Guinea-Bissau,1972,625361.0,Africa,36.486,820.2245876,,227986203.29754,,,,0.23
Guinea-Bissau,1977,745228.0,Africa,37.465,764.7259628,,298871674.860041,,,,0.3
Guinea-Bissau,1982,825987.0,Africa,39.327,838.1239671,,430284021.883771,,,,0.43
Guinea-Bissau,1987,927524.0,Africa,41.245,736.4153921,,451893374.95907,,,129.1,0.45
Guinea-Bissau,1992,1050938.0,Africa,43.266,745.5398706,,588309271.28603,,,120.0,0.59
Guinea-Bissau,1997,1193708.0,Africa,44.873,796.6644681,,698107222.422492,,,108.4,0.7
Guinea-Bissau,2002,1332459.0,Africa,45.504,575.7047176,3.87280011,466773711.235579,56.0766781223188,,94.8,0.47
Guinea-Bissau,2007,1472041.0,Africa,46.388,579.231743,4.92573404,753162998.015113,58.0535126816811,,78.2,0.75
Haiti,1952,3201488.0,Americas,37.579,1840.366939,,,,,,
Haiti,1957,3507701.0,Americas,40.696,1726.887882,,,,,,
Haiti,1962,3880130.0,Americas,43.59,1796.589032,,281896800.0,,,190.2,0.28
Haiti,1967,4318137.0,Americas,46.243,1452.057666,,369124200.0,,,177.2,0.37
Haiti,1972,4698301.0,Americas,48.042,1654.456946,,371998958.402916,,,161.2,0.37
Haiti,1977,4908554.0,Americas,49.923,1874.298931,,947000000.0,,,141.9,0.95
Haiti,1982,5198399.0,Americas,51.461,2011.159549,,1474200000.0,,34.7299995422363,123.8,1.47
Haiti,1987,5756203.0,Americas,53.636,1823.015995,,2047200000.0,,,107.3,2.05
Haiti,1992,6326682.0,Americas,55.089,1456.309517,,2257129791.61575,,,93.0,2.26
Haiti,1997,6913545.0,Americas,56.671,1341.726931,,3338949151.59927,,,78.8,3.34
Haiti,2002,7607651.0,Americas,58.137,1270.364932,3.43250132,6205847213.6351,56.8689780584715,,66.7,6.21
Haiti,2007,8502814.0,Americas,60.916,1201.637154,3.64734101,9228637767.69009,61.4285173392054,,59.1,9.23
Honduras,1952,1517453.0,Americas,41.912,2194.926204,,,,,,
Honduras,1957,1770390.0,Americas,44.665,2220.487682,,,,,,
Honduras,1962,2090162.0,Americas,48.041,2291.156835,,532450000.0,,,134.4,0.53
Honduras,1967,2500689.0,Americas,50.924,2538.269358,,750950000.0,,,116.1,0.75
Honduras,1972,2965146.0,Americas,53.884,2529.842345,,1030645362.09587,,,98.0,1.03
Honduras,1977,3055235.0,Americas,57.402,3203.208066,,1900700000.0,,,80.7,1.9
Honduras,1982,3669448.0,Americas,60.909,3121.760794,,3619500000.0,,,64.7,3.62
Honduras,1987,4372203.0,Americas,64.492,3023.096699,,5024800000.0,,,51.3,5.02
Honduras,1992,5077347.0,Americas,66.399,3081.694603,,4122846905.18198,,,40.9,4.12
Honduras,1997,5867957.0,Americas,67.659,3160.454906,,5569178707.22433,,,33.5,5.57
Honduras,2002,6677328.0,Americas,68.565,3099.72866,6.2445755,7858255412.86038,86.7288882403504,,27.2,7.86
Honduras,2007,7483763.0,Americas,70.198,3548.330846,8.08494949,12361257680.5627,89.0405738660816,83.5899963378906,22.3,12.36
Hong Kong China,1952,2125900.0,Asia,60.96,3054.421209,,,,,,
Hong Kong China,1957,2736300.0,Asia,64.75,3629.076457,,,,,,
Hong Kong China,1962,3305200.0,Asia,67.65,4692.648272,,,,,,
Hong Kong China,1967,3722800.0,Asia,70.0,6197.962814,,,,,,
Hong Kong China,1972,4115700.0,Asia,72.0,8315.928145,,,,,,
Hong Kong China,1977,4583700.0,Asia,73.6,11186.14125,,,,,,
Hong Kong China,1982,5264500.0,Asia,75.45,14560.53051,,,,,,
Hong Kong China,1987,5584510.0,Asia,76.2,20038.47269,,,,,,
Hong Kong China,1992,5829696.0,Asia,77.601,24757.60301,,,,,,
Hong Kong China,1997,6495918.0,Asia,80.0,28377.63219,,,,,,
Hong Kong China,2002,6762476.0,Asia,81.495,30209.01516,,,,,,
Hong Kong China,2007,6980412.0,Asia,82.208,39724.97867,,,,,,
Hungary,1952,9504000.0,Europe,64.03,5263.673816,,,,,,
Hungary,1957,9839000.0,Europe,66.41,6040.180011,,,,,,
Hungary,1962,10063000.0,Europe,67.96,7550.359877,,,,,44.0,
Hungary,1967,10223422.0,Europe,69.5,9326.64467,,,,,37.8,
Hungary,1972,10394091.0,Europe,69.76,10168.65611,,7379313742.13684,,,34.6,7.38
Hungary,1977,10637171.0,Europe,69.95,11674.83737,,14783674054.829,,,26.6,14.78
Hungary,1982,10705535.0,Europe,69.39,12545.99066,,24141667188.0517,,,19.8,24.14
Hungary,1987,10612740.0,Europe,69.58,12986.47998,,27232016527.4237,,,17.5,27.23
Hungary,1992,10348684.0,Europe,69.17,10535.62855,,38857339124.9084,,,13.7,38.86
Hungary,1997,10244684.0,Europe,71.04,11712.7768,,47398564799.2496,,,9.9,47.4
Hungary,2002,10083313.0,Europe,72.59,14843.93556,7.1181159,67636468625.0428,94.5133631793189,,7.6,67.64
Hungary,2007,9956108.0,Europe,73.338,18008.94444,7.20719147,140123326896.329,96.0814951789226,,5.8,140.12
Iceland,1952,147962.0,Europe,72.49,7267.688428,,,,,,
Iceland,1957,165110.0,Europe,73.47,9244.001412,,,,,,
Iceland,1962,182053.0,Europe,73.68,10350.15906,,299309938.066264,,,16.7,0.3
Iceland,1967,198676.0,Europe,73.73,13319.89568,,652609075.682946,,,14.4,0.65
Iceland,1972,209275.0,Europe,74.46,15798.06362,,869002945.841831,,,11.9,0.87
Iceland,1977,221823.0,Europe,76.11,19654.96247,,2285707748.78061,,,9.3,2.29
Iceland,1982,233997.0,Europe,76.99,23269.6075,,3318714326.1952,,,7.0,3.32
Iceland,1987,244676.0,Europe,77.23,26923.20628,,5713281235.45655,,,5.7,5.71
Iceland,1992,259012.0,Europe,78.77,25144.39201,,7328497599.30768,,,4.8,7.33
Iceland,1997,271192.0,Europe,78.95,28061.09966,,7716781803.07823,,,3.7,7.72
Iceland,2002,288030.0,Europe,80.5,31163.20196,9.40382481,9416199699.54736,100.0,,2.8,9.42
Iceland,2007,301931.0,Europe,81.757,36180.78919,8.3535862,21960110030.4426,100.0,,2.2,21.96
India,1952,372000000.0,Asia,37.373,546.5657493,,,,,,
India,1957,409000000.0,Asia,40.249,590.061996,,,,,,
India,1962,454000000.0,Asia,43.605,658.3471509,,42161481858.0819,,,146.6,42.16
India,1967,506000000.0,Asia,47.193,700.7706107,,50134942204.0,,,139.2,50.13
India,1972,567000000.0,Asia,50.651,724.032527,,71464700666.9869,,,131.2,71.46
India,1977,634000000.0,Asia,54.208,813.337323,,121486641441.309,,,117.9,121.49
India,1982,708000000.0,Asia,56.596,855.7235377,,200715624830.902,,,102.4,200.72
India,1987,788000000.0,Asia,58.553,976.5126756,,279033584092.223,,,90.8,279.03
India,1992,872000000.0,Asia,60.223,1164.406809,,288208070278.013,,,80.7,288.21
India,1997,959000000.0,Asia,61.765,1458.817442,,415867563592.829,,,72.1,415.87
India,2002,1034172547.0,Asia,62.879,1746.769454,4.31453371,514939140318.756,80.7684916224213,,62.4,514.94
India,2007,1110396331.0,Asia,64.698,2452.210407,3.58103991,1216736438834.96,84.2553439378038,,52.5,1216.74
Indonesia,1952,82052000.0,Asia,37.468,749.6816546,,,,,,
Indonesia,1957,90124000.0,Asia,39.918,858.9002707,,,,,,
Indonesia,1962,99028000.0,Asia,42.518,849.2897701,,,,,139.3,
Indonesia,1967,109343000.0,Asia,45.964,762.4317721,,5667756627.92093,,,122.0,5.67
Indonesia,1972,121282000.0,Asia,49.203,1111.107907,,10997590361.4458,,,106.1,11.0
Indonesia,1977,136725000.0,Asia,52.702,1382.702056,,45808915662.6506,,,93.3,45.81
Indonesia,1982,153343000.0,Asia,56.159,1516.872988,,90158449294.9921,,,82.7,90.16
Indonesia,1987,169276000.0,Asia,60.137,1748.356961,,75929617557.7521,,,71.8,75.93
Indonesia,1992,184816000.0,Asia,62.681,2383.140898,,128026966579.964,,,59.3,128.03
Indonesia,1997,199278000.0,Asia,66.041,3119.335603,,215748998609.635,,,47.5,215.75
Indonesia,2002,211060000.0,Asia,68.588,2873.91287,1.98062706,195660611165.183,77.764828826511,,37.9,195.66
Indonesia,2007,223547000.0,Asia,70.65,3540.651564,2.82385564,432216737774.861,82.5614830626383,,30.6,432.22
Iran,1952,17272000.0,Asia,44.869,3035.326002,,,,,,
Iran,1957,19792000.0,Asia,47.181,3290.257643,,,,,,
Iran,1962,22874000.0,Asia,49.325,4187.329802,,,,,,
Iran,1967,26538000.0,Asia,52.469,5906.731805,,,,,,
Iran,1972,30614000.0,Asia,55.234,9613.818607,,,,,,
Iran,1977,35480679.0,Asia,57.702,11888.59508,,,,,,
Iran,1982,43072751.0,Asia,59.62,7608.334602,,,,,,
Iran,1987,51889696.0,Asia,63.04,6642.881371,,,,,,
Iran,1992,60397973.0,Asia,65.742,7235.653188,,,,,,
Iran,1997,63327987.0,Asia,68.042,8263.590301,,,,,,
Iran,2002,66907826.0,Asia,69.451,9240.761975,,,,,,
Iran,2007,69453570.0,Asia,70.964,11605.71449,,,,,,
Iraq,1952,5441766.0,Asia,45.32,4129.766056,,,,,,
Iraq,1957,6248643.0,Asia,48.437,6229.333562,,,,,,
Iraq,1962,7240260.0,Asia,51.457,8341.737815,,1784174540.73018,,,124.0,1.78
Iraq,1967,8519282.0,Asia,54.459,8931.459811,,2551522656.19094,,,97.1,2.55
Iraq,1972,10061506.0,Asia,56.95,9576.037596,,4113848002.40312,,,78.4,4.11
Iraq,1977,11882916.0,Asia,60.413,14688.23507,,19838130714.5276,,,64.0,19.84
Iraq,1982,14173318.0,Asia,62.038,14517.90711,,42382333333.3333,,,53.8,42.38
Iraq,1987,16543189.0,Asia,65.044,11643.57268,,56774193548.3871,,,47.3,56.77
Iraq,1992,17861905.0,Asia,59.461,3745.640687,,553671957.671958,,,43.4,0.55
Iraq,1997,20775703.0,Asia,58.811,3076.239795,,20764857056.3795,,,40.4,20.76
Iraq,2002,24001816.0,Asia,57.046,4390.717312,,32928454672.4246,82.6260373037079,,37.1,32.93
Iraq,2007,27499638.0,Asia,59.545,4471.061906,3.2148056,88837057319.5179,87.0697453969481,,33.5,88.84
Ireland,1952,2952156.0,Europe,66.91,5210.280328,,,,,,
Ireland,1957,2878220.0,Europe,68.9,5599.077872,,,,,,
Ireland,1962,2830000.0,Europe,70.29,6631.597314,,2329372971.89171,,,28.1,2.33
Ireland,1967,2900100.0,Europe,71.08,7655.568963,,3445739914.73101,,,22.0,3.45
Ireland,1972,3024400.0,Europe,71.28,9530.772896,,6318060582.21873,,,18.3,6.32
Ireland,1977,3271900.0,Europe,72.03,11150.98113,,11248340431.3779,,,15.2,11.25
Ireland,1982,3480000.0,Europe,73.1,12618.32141,,21474752962.2178,,,10.3,21.47
Ireland,1987,3539900.0,Europe,74.36,13872.86652,,33920518492.5094,,,8.4,33.92
Ireland,1992,3557761.0,Europe,75.467,17558.81555,,55918538121.3989,,,6.7,55.92
Ireland,1997,3667233.0,Europe,76.122,24521.94713,,82856648758.3572,,,6.1,82.86
Ireland,2002,3879155.0,Europe,77.783,34077.04939,6.67263031,128596035288.401,96.6839393286038,,5.5,128.6
Ireland,2007,4109086.0,Europe,78.885,40675.99635,7.80773735,270079279419.5,96.7827341812859,,3.9,270.08
Israel,1952,1620914.0,Asia,65.39,4086.522128,,,,,,
Israel,1957,1944401.0,Asia,67.84,5385.278451,,,,,,
Israel,1962,2310904.0,Asia,69.39,7105.630706,,2966154031.33123,,,35.1,2.97
Israel,1967,2693585.0,Asia,70.75,8393.741404,,4762386782.7194,,,28.2,4.76
Israel,1972,3095893.0,Asia,71.63,12786.93223,,9222557538.58382,,,23.9,9.22
Israel,1977,3495918.0,Asia,73.06,13306.61921,,18257113904.2478,,,18.6,18.26
Israel,1982,3858421.0,Asia,74.45,15367.0292,,29255285401.3621,,,14.1,29.26
Israel,1987,4203148.0,Asia,75.6,17122.47986,,43049543634.9607,,,11.0,43.05
Israel,1992,4936550.0,Asia,76.93,18051.52254,,79457685757.166,,,8.7,79.46
Israel,1997,5531387.0,Asia,78.269,20896.60924,,119459826346.611,,,6.4,119.46
Israel,2002,6029529.0,Asia,79.696,21905.59514,6.90767479,125332331883.997,99.9999966748332,,5.1,125.33
Israel,2007,6426679.0,Asia,80.745,25523.2771,6.67256165,184681214673.45,99.9999967389264,,4.1,184.68
Italy,1952,47666000.0,Europe,65.94,4931.404155,,,,,,
Italy,1957,49182000.0,Europe,67.81,6248.656232,,,,,,
Italy,1962,50843200.0,Europe,69.24,8243.58234,,52413872628.0045,,,40.9,52.41
Italy,1967,52667100.0,Europe,71.06,10022.40131,,84401995573.2456,,,33.1,84.4
Italy,1972,54365564.0,Europe,72.19,12269.27378,,145594833997.344,,,26.4,145.59
Italy,1977,56059245.0,Europe,73.48,14255.98475,,258190019749.835,,,17.3,258.19
Italy,1982,56535636.0,Europe,74.98,16537.4835,,428257421617.752,,,12.6,428.26
Italy,1987,56729703.0,Europe,76.42,19207.23482,,807570134448.76,,,9.5,807.57
Italy,1992,56840847.0,Europe,77.44,22013.64486,,1323204350353.5,,,7.7,1323.2
Italy,1997,57479469.0,Europe,78.82,24675.02446,,1244988176443.84,,,5.6,1244.99
Italy,2002,57926999.0,Europe,80.24,27968.09817,7.83638906,1281746271196.04,99.6084844677844,,4.3,1281.75
Italy,2007,58147733.0,Europe,80.546,28569.7197,8.10167217,2222524108127.65,99.7370468037462,,3.6,2222.52
Jamaica,1952,1426095.0,Americas,58.53,2898.530881,,,,,,
Jamaica,1957,1535090.0,Americas,62.61,4756.525781,,,,,,
Jamaica,1962,1665128.0,Americas,65.61,5246.107524,,777727688.908924,,,60.0,0.78
Jamaica,1967,1861096.0,Americas,67.51,6124.703451,,1148014310.8255,,,51.4,1.15
Jamaica,1972,1997616.0,Americas,69.0,7433.889293,,1875146587.4443,,,43.0,1.88
Jamaica,1977,2156814.0,Americas,70.11,6650.195573,,3249733139.73314,,,35.5,3.25
Jamaica,1982,2298309.0,Americas,71.21,6068.05135,,3293496311.93093,,,30.3,3.29
Jamaica,1987,2326606.0,Americas,71.77,6351.237495,,3287007321.56699,,,26.5,3.29
Jamaica,1992,2378618.0,Americas,71.766,7404.923685,,3535460089.80719,,,23.5,3.54
Jamaica,1997,2531311.0,Americas,72.262,7121.924704,,8400041723.54861,,,20.3,8.4
Jamaica,2002,2664659.0,Americas,72.047,6994.774861,5.57934141,9719009494.84779,93.4126955865185,,17.7,9.72
Jamaica,2007,2780132.0,Americas,72.567,7320.880262,6.19109583,12799600047.1845,93.0501887643258,,17.4,12.8
Japan,1952,86459025.0,Asia,63.03,3216.956347,,,,,,
Japan,1957,91563009.0,Asia,65.5,4317.694365,,,,,,
Japan,1962,95831757.0,Asia,68.73,6576.649461,,64987857541.6256,,,25.4,64.99
Japan,1967,100825279.0,Asia,71.43,9847.788607,,132475614226.519,,,16.2,132.48
Japan,1972,107188273.0,Asia,73.42,14778.78636,,324933841268.585,,,11.9,324.93
Japan,1977,113872473.0,Asia,75.38,16610.37701,,737069290927.712,,,8.8,737.07
Japan,1982,118454974.0,Asia,77.11,19384.10571,,1158731426905.85,,,6.5,1158.73
Japan,1987,122091325.0,Asia,78.67,22375.94189,,2580748422781.09,,,5.0,2580.75
Japan,1992,124329269.0,Asia,79.36,26824.89511,,3980702922117.66,,,4.4,3980.7
Japan,1997,125956499.0,Asia,80.69,28816.58499,,4492448605638.94,,,3.8,4492.45
Japan,2002,127065841.0,Asia,82.0,28604.5919,7.35235405,4182846045873.61,98.5196139100947,,3.0,4182.85
Japan,2007,127467972.0,Asia,82.603,31656.06806,7.77935696,4579750920354.81,98.6243856033764,,2.6,4579.75
Jordan,1952,607914.0,Asia,43.158,1546.907807,,,,,,
Jordan,1957,746559.0,Asia,45.669,1886.080591,,,,,,
Jordan,1962,933559.0,Asia,48.126,2348.009158,,,,,100.7,
Jordan,1967,1255058.0,Asia,51.629,2741.796252,,631679747.328101,,,80.5,0.63
Jordan,1972,1613551.0,Asia,56.528,2110.856309,,788479684.608126,,,65.5,0.79
Jordan,1977,1937652.0,Asia,61.134,2852.351568,,2096778602.16785,,,53.0,2.1
Jordan,1982,2347031.0,Asia,63.739,4161.415959,,4681240992.70338,,,42.8,4.68
Jordan,1987,2820042.0,Asia,65.869,4448.679912,,6756209762.48231,,,34.6,6.76
Jordan,1992,3867409.0,Asia,68.015,3431.593647,,5310833193.59005,,,29.0,5.31
Jordan,1997,4526235.0,Asia,69.772,3645.379572,,7245839210.15515,,,24.9,7.25
Jordan,2002,5307470.0,Asia,71.263,3844.917194,9.2786417,9582510578.27927,98.4342212914986,,21.5,9.58
Jordan,2007,6053193.0,Asia,72.535,4519.461171,7.90982628,17110437235.543,98.6711635910559,92.1999969482422,18.5,17.11
Kenya,1952,6464046.0,Africa,42.27,853.540919,,,,,,
Kenya,1957,7454779.0,Africa,44.686,944.4383152,,,,,,
Kenya,1962,8678557.0,Africa,47.949,896.9663732,,868111400.75544,,,104.1,0.87
Kenya,1967,10191512.0,Africa,50.654,1056.736457,,1232559506.9762,,,92.4,1.23
Kenya,1972,12044785.0,Africa,53.559,1222.359968,,2107279157.08834,,,84.3,2.11
Kenya,1977,14500404.0,Africa,56.155,1267.613204,,4494378764.32011,,,74.6,4.49
Kenya,1982,17661452.0,Africa,58.766,1348.225791,,6431579356.95926,,,65.7,6.43
Kenya,1987,21198082.0,Africa,59.339,1361.936856,,7970820369.2949,,,63.3,7.97
Kenya,1992,25020539.0,Africa,59.285,1341.921721,,8209120763.04955,,,70.4,8.21
Kenya,1997,28263827.0,Africa,54.407,1360.485021,,13115764358.2846,,,69.1,13.12
Kenya,2002,31386842.0,Africa,50.992,1287.514732,3.82159472,13147736898.5176,47.0979850578154,,58.3,13.15
Kenya,2007,35610177.0,Africa,54.11,1463.249282,5.12358475,31958195182.2406,51.3998249048434,,45.0,31.96
Korea Dem. Rep.,1952,8865488.0,Asia,50.056,1088.277758,,,,,,
Korea Dem. Rep.,1957,9411381.0,Asia,54.081,1571.134655,,,,,,
Korea Dem. Rep.,1962,10917494.0,Asia,56.656,1621.693598,,,,,,
Korea Dem. Rep.,1967,12617009.0,Asia,59.942,2143.540609,,,,,,
Korea Dem. Rep.,1972,14781241.0,Asia,63.983,3701.621503,,,,,,
Korea Dem. Rep.,1977,16325320.0,Asia,67.159,4106.301249,,,,,,
Korea Dem. Rep.,1982,17647518.0,Asia,69.1,4106.525293,,,,,,
Korea Dem. Rep.,1987,19067554.0,Asia,70.647,4106.492315,,,,,,
Korea Dem. Rep.,1992,20711375.0,Asia,69.978,3726.063507,,,,,,
Korea Dem. Rep.,1997,21585105.0,Asia,67.727,1690.756814,,,,,,
Korea Dem. Rep.,2002,22215365.0,Asia,66.662,1646.758151,,,,,,
Korea Dem. Rep.,2007,23301725.0,Asia,67.297,1593.06548,,,,,,
Korea Rep.,1952,20947571.0,Asia,47.453,1030.592226,,,,,,
Korea Rep.,1957,22611552.0,Asia,52.681,1487.593537,,,,,,
Korea Rep.,1962,26420307.0,Asia,55.292,1536.344387,,,,,,
Korea Rep.,1967,30131000.0,Asia,57.716,2029.228142,,,,,,
Korea Rep.,1972,33505000.0,Asia,62.612,3030.87665,,,,,,
Korea Rep.,1977,36436000.0,Asia,64.766,4657.22102,,,,,,
Korea Rep.,1982,39326000.0,Asia,67.123,5622.942464,,,,,,
Korea Rep.,1987,41622000.0,Asia,69.81,8533.088805,,,,,,
Korea Rep.,1992,43805450.0,Asia,72.244,12104.27872,,,,,,
Korea Rep.,1997,46173816.0,Asia,74.647,15993.52796,,,,,,
Korea Rep.,2002,47969150.0,Asia,77.045,19233.98818,,,,,,
Korea Rep.,2007,49044790.0,Asia,78.623,23348.13973,,,,,,
Kuwait,1952,160000.0,Asia,55.565,108382.3529,,,,,,
Kuwait,1957,212846.0,Asia,58.033,113523.1329,,,,,,
Kuwait,1962,358266.0,Asia,60.47,95458.11176,,1828107502.79955,,,101.9,1.83
Kuwait,1967,575003.0,Asia,64.624,80894.88326,,2441599023.36039,,,71.5,2.44
Kuwait,1972,841934.0,Asia,67.712,109347.867,,4450537925.33189,,,52.0,4.45
Kuwait,1977,1140357.0,Asia,69.343,59265.47714,,14137406740.5065,,,37.9,14.14
Kuwait,1982,1497494.0,Asia,71.309,31354.03573,,21577153356.4192,,,25.4,21.58
Kuwait,1987,1891487.0,Asia,74.174,28118.42998,,22368704133.6668,,,17.3,22.37
Kuwait,1992,1418095.0,Asia,75.19,34932.91959,,19858555214.7239,,,13.2,19.86
Kuwait,1997,1765345.0,Asia,76.156,40300.61996,,30350190704.4361,,,11.5,30.35
Kuwait,2002,2111561.0,Asia,76.904,35110.10566,3.12441754,38135788413.8276,100.0,,10.3,38.14
Kuwait,2007,2505559.0,Asia,77.588,47306.98978,1.92673647,114634043361.692,100.0,93.6600036621094,9.6,114.63
Lebanon,1952,1439529.0,Asia,55.928,4834.804067,,,,,,
Lebanon,1957,1647412.0,Asia,59.489,6089.786934,,,,,,
Lebanon,1962,1886848.0,Asia,62.094,5714.560611,,,,,61.4,
Lebanon,1967,2186894.0,Asia,63.87,6006.983042,,,,,54.9,
Lebanon,1972,2680018.0,Asia,65.421,7486.384341,,,,,52.4,
Lebanon,1977,3115787.0,Asia,66.099,8659.696836,,,,,59.3,
Lebanon,1982,3086876.0,Asia,66.983,7640.519521,,,,,73.3,
Lebanon,1987,3089353.0,Asia,67.926,5377.091329,,,,,41.4,
Lebanon,1992,3219994.0,Asia,69.292,6890.806854,,5843579160.90122,,,25.6,5.84
Lebanon,1997,3430388.0,Asia,70.265,8754.96385,,15751867489.4446,,,20.4,15.75
Lebanon,2002,3677780.0,Asia,71.028,9313.93883,9.28233719,19152238805.9701,85.233296333686,,15.8,19.15
Lebanon,2007,3921278.0,Asia,71.993,10461.05868,8.55984211,24827355014.9254,87.5235899350969,89.6100006103516,12.3,24.83
Lesotho,1952,748747.0,Africa,42.138,298.8462121,,,,,,
Lesotho,1957,813338.0,Africa,45.047,335.9971151,,,,,,
Lesotho,1962,893143.0,Africa,47.747,411.8006266,,41859983.2560067,,,140.1,0.04
Lesotho,1967,996380.0,Africa,48.492,498.6390265,,59261976.2952095,,,145.9,0.06
Lesotho,1972,1116779.0,Africa,49.767,496.5815922,,80913200.4292822,,,137.2,0.08
Lesotho,1977,1251524.0,Africa,52.208,745.3695408,,193315048.328762,,,119.3,0.19
Lesotho,1982,1411807.0,Africa,55.078,797.2631074,,348741683.673845,,,96.7,0.35
Lesotho,1987,1599200.0,Africa,57.18,773.9932141,,402768324.481971,,,81.0,0.4
Lesotho,1992,1803195.0,Africa,59.685,977.4862725,,831029861.704746,,,74.8,0.83
Lesotho,1997,1982823.0,Africa,55.558,1186.147994,,998004258.715675,,,74.8,1.0
Lesotho,2002,2046772.0,Africa,44.593,1275.184575,5.8607502,775777238.55814,65.5201920460199,,76.4,0.78
Lesotho,2007,2012649.0,Africa,42.592,1569.331442,7.22251844,1682131784.51365,68.3621774697103,,79.0,1.68
Liberia,1952,863308.0,Africa,38.48,575.5729961,,,,,,
Liberia,1957,975950.0,Africa,39.486,620.9699901,,,,,,
Liberia,1962,1112796.0,Africa,40.502,634.1951625,,191861800.0,,,198.9,0.19
Liberia,1967,1279406.0,Africa,41.536,713.6036483,,261024300.0,,,193.1,0.26
Liberia,1972,1482628.0,Africa,42.614,803.0054535,,368098000.0,,,178.6,0.37
